date,name,rrday,snow,tday,tmax,tmin
2009-11-10,Helsinki Rautatientori,NA,NA,0.9,2.3,0
2009-11-11,Helsinki Kaisaniemi,0,0,0.5,2.2,-0.3
2009-11-11,Helsinki Kumpula,0,NA,0.3,2.1,-0.7
2009-11-11,Helsinki Rautatientori,NA,NA,1.3,2.8,0.6
2009-11-12,Helsinki Kaisaniemi,0,0,0,0.8,-1.8
2009-11-12,Helsinki Kumpula,0,NA,-1.3,0.7,-2.1
2009-11-12,Helsinki Rautatientori,NA,NA,-0.7,1.5,-1.5
2009-11-13,Helsinki Kaisaniemi,0,0,-3,-1.6,-4
2009-11-13,Helsinki Kumpula,0,0,-3.4,-1.9,-4.5
2009-11-13,Helsinki Rautatientori,NA,NA,-2.5,-1.2,-3.1
2009-11-14,Helsinki Kaisaniemi,0,0,-1.3,2.5,-6.5
2009-11-14,Helsinki Kumpula,0,0,-2.2,2.2,-8.3
2009-11-14,Helsinki Rautatientori,NA,NA,-0.5,3.2,-6.5
2009-11-15,Helsinki Kaisaniemi,0,0,4.5,5.6,2.5
2009-11-15,Helsinki Kumpula,0,0,4,5.2,2.2
2009-11-15,Helsinki Rautatientori,NA,NA,4.7,5.9,3.1
2009-11-16,Helsinki Kaisaniemi,0,0,5.3,6.5,3.9
2009-11-16,Helsinki Kumpula,0.2,0,5.1,6.2,3.5
2009-11-16,Helsinki Rautatientori,NA,NA,5.6,6.7,4.1
2009-11-17,Helsinki Kaisaniemi,5,0,4.7,5.2,4.3
2009-11-17,Helsinki Kumpula,5.2,0,4.4,4.8,3.9
2009-11-17,Helsinki Rautatientori,NA,NA,5.1,5.7,4.6
2009-11-18,Helsinki Kaisaniemi,5.8,0,6.3,7.3,4.3
2009-11-18,Helsinki Kumpula,6.3,0,6.1,7,4
2009-11-18,Helsinki Rautatientori,NA,NA,6.6,7.7,4.7
2009-11-19,Helsinki Kaisaniemi,0,0,6.4,7.2,4.5
2009-11-19,Helsinki Kumpula,0,0,5.8,7.1,3.8
2009-11-19,Helsinki Rautatientori,NA,NA,7,7.5,6.2
2009-11-20,Helsinki Kaisaniemi,7.3,0,6.7,7.7,5.9
2009-11-20,Helsinki Kumpula,8.7,0,6.4,7.5,5.4
2009-11-20,Helsinki Rautatientori,NA,NA,7,8.1,6.2
2009-11-21,Helsinki Kaisaniemi,1,0,7.2,9.4,6
2009-11-21,Helsinki Kumpula,1.2,0,6.9,9.3,4.9
2009-11-21,Helsinki Rautatientori,NA,NA,7.6,9.8,6.3
2009-11-22,Helsinki Kaisaniemi,11,0,4.7,6.2,3
2009-11-22,Helsinki Kumpula,12.6,0,4,5.8,2.2
2009-11-22,Helsinki Rautatientori,NA,NA,5.2,6.5,3.4
2009-11-23,Helsinki Kaisaniemi,2.8,0,7.4,8.1,5.5
2009-11-23,Helsinki Kumpula,3.1,0,7.2,7.8,5.2
2009-11-23,Helsinki Rautatientori,NA,NA,7.6,8.4,5.8
2009-11-24,Helsinki Kaisaniemi,5,0,6.7,7.7,5.9
2009-11-24,Helsinki Kumpula,5.4,0,6.4,7.5,5.5
2009-11-24,Helsinki Rautatientori,NA,NA,7,8.1,6.3
2009-11-25,Helsinki Kaisaniemi,5.6,0,6.4,6.9,5.5
2009-11-25,Helsinki Kumpula,7.3,0,6,6.8,5.3
2009-11-25,Helsinki Rautatientori,NA,NA,6.7,7.6,6
2009-11-26,Helsinki Kaisaniemi,0.4,0,7.2,7.8,5.6
2009-11-26,Helsinki Kumpula,1,0,6.9,7.6,5.4
2009-11-26,Helsinki Rautatientori,NA,NA,7.5,7.9,5.9
2009-11-27,Helsinki Kaisaniemi,6.5,0,6.8,7.5,5.4
2009-11-27,Helsinki Kumpula,8,0,6.4,7.1,5.3
2009-11-27,Helsinki Rautatientori,NA,NA,7,7.7,5.9
2009-11-28,Helsinki Kaisaniemi,4.5,0,5.6,6.8,4.7
2009-11-28,Helsinki Kumpula,4.5,0,5.1,6.3,3.7
2009-11-28,Helsinki Rautatientori,NA,NA,5.9,7,5.1
2009-11-29,Helsinki Kaisaniemi,2.7,0,5.5,6.2,4.1
2009-11-29,Helsinki Kumpula,2.8,0,4.9,6,3.6
2009-11-29,Helsinki Rautatientori,NA,NA,6,6.8,4.6
2009-11-30,Helsinki Kaisaniemi,0.2,0,5.7,6.5,3.9
2009-11-30,Helsinki Kumpula,0.2,0,5.3,6.1,3.6
2009-11-30,Helsinki Rautatientori,NA,NA,6,6.9,4.5
2009-12-01,Helsinki Kaisaniemi,0.2,0,5.7,6.6,5.1
2009-12-01,Helsinki Kumpula,0.3,0,5.3,6.2,4.9
2009-12-01,Helsinki Rautatientori,NA,NA,5.9,7,5.2
2009-12-02,Helsinki Kaisaniemi,0,0,-0.4,5.1,-1.6
2009-12-02,Helsinki Kumpula,0,0,0,4.9,-2.5
2009-12-02,Helsinki Rautatientori,NA,NA,0.7,5.2,-0.3
2009-12-03,Helsinki Kaisaniemi,0,0,-1.3,0.5,-2.1
2009-12-03,Helsinki Kumpula,0.1,0,-1.8,0.1,-2.6
2009-12-03,Helsinki Rautatientori,NA,NA,-0.9,1.3,-1.7
2009-12-04,Helsinki Kaisaniemi,3.2,0,0.1,1.4,-2.8
2009-12-04,Helsinki Kumpula,5,0,-0.3,1,-3.6
2009-12-04,Helsinki Rautatientori,NA,NA,0.6,2.1,-2.5
2009-12-05,Helsinki Kaisaniemi,0,0,3.5,3.9,1.4
2009-12-05,Helsinki Kumpula,0,0,3.1,3.4,1
2009-12-05,Helsinki Rautatientori,NA,NA,4,4.7,2
2009-12-06,Helsinki Kaisaniemi,0,0,2.5,3.5,1.6
2009-12-06,Helsinki Kumpula,0,0,2.1,3.1,1.3
2009-12-06,Helsinki Rautatientori,NA,NA,2.9,3.8,1.8
2009-12-07,Helsinki Kaisaniemi,0,0,2.9,3.3,1.4
2009-12-07,Helsinki Kumpula,0,0,2.5,2.9,1.1
2009-12-07,Helsinki Rautatientori,NA,NA,3.2,3.9,1.7
2009-12-08,Helsinki Kaisaniemi,0.2,0,2.8,3.5,2.3
2009-12-08,Helsinki Kumpula,0.2,0,2.6,3.2,2
2009-12-08,Helsinki Rautatientori,NA,NA,3.5,4.1,2.9
2009-12-09,Helsinki Kaisaniemi,0.4,0,0.7,2.9,0.3
2009-12-09,Helsinki Kumpula,NA,0,0.4,2.5,-0.1
2009-12-09,Helsinki Rautatientori,NA,NA,1,3.5,0.5
2009-12-10,Helsinki Kaisaniemi,0.3,0,1.1,2.2,0.1
2009-12-10,Helsinki Kumpula,NA,0,0.6,1.2,-0.3
2009-12-10,Helsinki Rautatientori,NA,NA,1.6,3,0.4
2009-12-11,Helsinki Kaisaniemi,0,0,-0.2,2,-0.6
2009-12-11,Helsinki Kumpula,NA,0,-0.5,0.9,0
2009-12-11,Helsinki Rautatientori,NA,NA,0.2,2.9,-0.3
2009-12-12,Helsinki Kaisaniemi,0,0,-2.2,-0.1,-3.6
2009-12-12,Helsinki Kumpula,NA,0,-2.7,-0.4,-4.2
2009-12-12,Helsinki Rautatientori,NA,NA,-1.9,0.3,-3.5
2009-12-13,Helsinki Kaisaniemi,1.3,0,-2.9,-0.3,-5.5
2009-12-13,Helsinki Kumpula,NA,0,-3.3,-0.5,-5.8
2009-12-13,Helsinki Rautatientori,NA,NA,-2.5,0.4,-5.2
2009-12-14,Helsinki Kaisaniemi,0,2,-10.7,-5.4,-11.7
2009-12-14,Helsinki Kumpula,NA,2,-11.8,-5.8,-13.5
2009-12-14,Helsinki Rautatientori,NA,NA,-10.3,-5.2,-11.3
2009-12-15,Helsinki Kaisaniemi,0.6,2,-11.3,-8.9,-15.1
2009-12-15,Helsinki Kumpula,NA,0,-12.9,-10,-16
2009-12-15,Helsinki Rautatientori,NA,NA,-10.5,-8,-13.6
2009-12-16,Helsinki Kaisaniemi,1.1,2,-9.9,-6.5,-14.5
2009-12-16,Helsinki Kumpula,NA,0,-11.7,-8.5,-15.7
2009-12-16,Helsinki Rautatientori,NA,NA,-8.5,-5.4,-11.3
2009-12-17,Helsinki Kaisaniemi,0.6,5,-10.8,-8.4,-11.7
2009-12-17,Helsinki Kumpula,NA,2,-11.6,-9.1,-12.7
2009-12-17,Helsinki Rautatientori,NA,NA,-10.2,-7.2,-11.5
2009-12-18,Helsinki Kaisaniemi,0.2,2,-15.4,-10.3,-18.3
2009-12-18,Helsinki Kumpula,NA,4,-15.5,NA,NA
2009-12-18,Helsinki Rautatientori,NA,NA,-11.7,-9.3,-15.7
2009-12-19,Helsinki Kaisaniemi,0,3,-5.5,-4.3,-14.1
2009-12-19,Helsinki Kumpula,NA,5,-6.7,-5.9,-15.2
2009-12-19,Helsinki Rautatientori,NA,NA,-5,-3.6,-11
2009-12-20,Helsinki Kaisaniemi,5.5,5,-5.7,-3.3,-9.3
2009-12-20,Helsinki Kumpula,NA,4,-6,-3.8,-9.4
2009-12-20,Helsinki Rautatientori,NA,NA,-5.3,-2.9,-8.9
2009-12-21,Helsinki Kaisaniemi,3.2,12,-10.1,-8.3,-11.5
2009-12-21,Helsinki Kumpula,NA,10,-10.5,-8.8,-11.9
2009-12-21,Helsinki Rautatientori,NA,NA,-9.7,-7.9,-11.2
2009-12-22,Helsinki Kaisaniemi,9.9,13,-6,-1.1,-11.6
2009-12-22,Helsinki Kumpula,NA,11,-6.5,-1.7,-12.3
2009-12-22,Helsinki Rautatientori,NA,NA,-5.2,-0.8,-11.3
2009-12-23,Helsinki Kaisaniemi,3.9,20,-0.4,2.8,-4.6
2009-12-23,Helsinki Kumpula,NA,25,-0.7,2.5,-4.9
2009-12-23,Helsinki Rautatientori,NA,NA,0,3.1,-4.2
2009-12-24,Helsinki Kaisaniemi,0,17,-3.5,1,-6.2
2009-12-24,Helsinki Kumpula,NA,20,-3.8,0.8,-6.5
2009-12-24,Helsinki Rautatientori,NA,NA,-3.2,1.6,-6
2009-12-25,Helsinki Kaisaniemi,4.8,16,-4.9,-1.9,-6
2009-12-25,Helsinki Kumpula,NA,19,-5.5,-2.2,-6.6
2009-12-25,Helsinki Rautatientori,NA,NA,-4.4,-1.4,-5.7
2009-12-26,Helsinki Kaisaniemi,4.7,19,-4.3,-2.6,-6.1
2009-12-26,Helsinki Kumpula,NA,20,-4.6,-2.8,-6.7
2009-12-26,Helsinki Rautatientori,NA,NA,-4,-2.2,-5.7
2009-12-27,Helsinki Kaisaniemi,1.3,22,-8.2,-4.9,-9.3
2009-12-27,Helsinki Kumpula,NA,25,-8.5,-5.2,-9.5
2009-12-27,Helsinki Rautatientori,NA,NA,-7.5,-4.7,-8.5
2009-12-28,Helsinki Kaisaniemi,0.3,22,0.4,1.8,-11
2009-12-28,Helsinki Kumpula,NA,27,-0.1,1.3,-9.9
2009-12-28,Helsinki Rautatientori,NA,NA,0.9,2.1,-7.5
2009-12-29,Helsinki Kaisaniemi,3.9,19,0.1,1.7,-1.1
2009-12-29,Helsinki Kumpula,NA,25,-0.2,1.2,-1.4
2009-12-29,Helsinki Rautatientori,NA,NA,0.4,1.9,0
2009-12-30,Helsinki Kaisaniemi,5.8,17,-5.4,-1.1,-11
2009-12-30,Helsinki Kumpula,NA,26,-5.6,-1.4,-11.3
2009-12-30,Helsinki Rautatientori,NA,NA,-5,-0.7,-10.5
2009-12-31,Helsinki Kaisaniemi,0,27,-12.4,-10.9,-13.8
2009-12-31,Helsinki Kumpula,NA,35,-12.7,-11.2,-13.7
2009-12-31,Helsinki Rautatientori,NA,NA,-11.6,-10.3,-12.9
2010-01-01,Helsinki Kaisaniemi,0,27,-12.9,-10.1,-15.3
2010-01-01,Helsinki Kumpula,NA,34,-13.3,-10.5,-15.9
2010-01-01,Helsinki Rautatientori,NA,NA,-12.5,-9.7,-15.1
2010-01-02,Helsinki Kaisaniemi,0,26,-17.4,-15.2,-19.3
2010-01-02,Helsinki Kumpula,NA,33,-17.7,-15.7,-19.8
2010-01-02,Helsinki Rautatientori,NA,NA,-16.5,-14.1,-18.6
2010-01-03,Helsinki Kaisaniemi,1,24,-12.6,-3.2,-21.8
2010-01-03,Helsinki Kumpula,NA,32,-13.4,-3.9,-22.3
2010-01-03,Helsinki Rautatientori,NA,NA,-11.5,-2.8,-19.8
2010-01-04,Helsinki Kaisaniemi,3.5,26,-3.8,-2,-8.2
2010-01-04,Helsinki Kumpula,NA,34,-4.8,-3.2,-7.6
2010-01-04,Helsinki Rautatientori,NA,NA,-2.9,-1.4,-5.3
2010-01-05,Helsinki Kaisaniemi,0.5,28,-9.5,-0.9,-14.7
2010-01-05,Helsinki Kumpula,NA,37,-9.9,-1.5,-15.2
2010-01-05,Helsinki Rautatientori,NA,NA,-9.1,-0.6,-13.8
2010-01-06,Helsinki Kaisaniemi,1.2,27,-11.2,-9.2,-15.7
2010-01-06,Helsinki Kumpula,NA,34,-11.9,-10.3,-15.4
2010-01-06,Helsinki Rautatientori,NA,NA,-9.9,-8,-13.6
2010-01-07,Helsinki Kaisaniemi,4.3,30,-8.7,-7.2,-10.2
2010-01-07,Helsinki Kumpula,NA,38,-9,NA,NA
2010-01-07,Helsinki Rautatientori,NA,NA,-8.3,-6.9,-9.8
2010-01-08,Helsinki Kaisaniemi,0,36,-16.1,-9.1,-18.9
2010-01-08,Helsinki Kumpula,NA,41,-16.2,NA,NA
2010-01-08,Helsinki Rautatientori,NA,NA,-14.8,-8.6,-16.6
2010-01-09,Helsinki Kaisaniemi,0,34,-15.4,-10.3,-19
2010-01-09,Helsinki Kumpula,0,40,-14.8,-11.4,-19.4
2010-01-09,Helsinki Rautatientori,NA,NA,-12.6,-9.9,-16.7
2010-01-10,Helsinki Kaisaniemi,0.4,33,-12.6,-10.8,-17
2010-01-10,Helsinki Kumpula,0,39,-13.5,-11.2,-17.2
2010-01-10,Helsinki Rautatientori,NA,NA,-11.9,-10.2,-14.5
2010-01-11,Helsinki Kaisaniemi,0,32,-10.2,-6.8,-14.3
2010-01-11,Helsinki Kumpula,0,38,-10.5,NA,NA
2010-01-11,Helsinki Rautatientori,NA,NA,-9.6,-6.3,-12.9
2010-01-12,Helsinki Kaisaniemi,0.4,31,-3.2,-2.3,-6.8
2010-01-12,Helsinki Kumpula,0,33,-3.4,-2.5,-6.9
2010-01-12,Helsinki Rautatientori,NA,NA,-3.1,-2.4,-6.3
2010-01-13,Helsinki Kaisaniemi,0.1,29,-4,-2.9,-5.1
2010-01-13,Helsinki Kumpula,0,36,-4.2,-2.9,-5.4
2010-01-13,Helsinki Rautatientori,NA,NA,-3.8,-2.6,-5
2010-01-14,Helsinki Kaisaniemi,0.3,30,-4.7,-3.9,-5.5
2010-01-14,Helsinki Kumpula,0,36,-4.9,-4,-5.9
2010-01-14,Helsinki Rautatientori,NA,NA,-4.5,-3.7,-5.2
2010-01-15,Helsinki Kaisaniemi,0.3,30,-3.9,-3.3,-4.8
2010-01-15,Helsinki Kumpula,0,36,-4.2,-3.5,-5.1
2010-01-15,Helsinki Rautatientori,NA,NA,-3.1,-1.6,-4.5
2010-01-16,Helsinki Kaisaniemi,0,30,-3.9,-2.9,-4.8
2010-01-16,Helsinki Kumpula,0,35,-4.4,-3.4,-5.2
2010-01-16,Helsinki Rautatientori,NA,NA,-3.4,-2.2,-4.5
2010-01-17,Helsinki Kaisaniemi,0,29,-6.6,-4.6,-8.8
2010-01-17,Helsinki Kumpula,0,35,-7,-5,-8.8
2010-01-17,Helsinki Rautatientori,NA,NA,-6,-4.4,-8.1
2010-01-18,Helsinki Kaisaniemi,0,29,-7.3,-4.8,-9.3
2010-01-18,Helsinki Kumpula,0,35,-7.7,-5.5,-9.6
2010-01-18,Helsinki Rautatientori,NA,NA,-6.7,-4,-8.9
2010-01-19,Helsinki Kaisaniemi,0,29,-7.8,-6.4,-9.8
2010-01-19,Helsinki Kumpula,0,35,-7.9,-6.7,-10.5
2010-01-19,Helsinki Rautatientori,NA,NA,-6.9,-5.2,-9.2
2010-01-20,Helsinki Kaisaniemi,0,29,-10.6,-6.9,-12
2010-01-20,Helsinki Kumpula,0,34,-11.1,-7.4,-12.5
2010-01-20,Helsinki Rautatientori,NA,NA,-9.4,-6.3,-10.8
2010-01-21,Helsinki Kaisaniemi,0,29,-14.9,-11.6,-16.6
2010-01-21,Helsinki Kumpula,0,34,-15.4,-12.5,-17.3
2010-01-21,Helsinki Rautatientori,NA,NA,-14,-10.5,-15.8
2010-01-22,Helsinki Kaisaniemi,0,29,-11.9,-9.1,-14.2
2010-01-22,Helsinki Kumpula,0,34,-12.7,-10.7,-14.9
2010-01-22,Helsinki Rautatientori,NA,NA,-10.9,-8.6,-13.4
2010-01-23,Helsinki Kaisaniemi,0,29,-15.1,-12.6,-16.3
2010-01-23,Helsinki Kumpula,0,35,-15.9,-12.9,-16.9
2010-01-23,Helsinki Rautatientori,NA,NA,-13.9,-10.8,-15
2010-01-24,Helsinki Kaisaniemi,0,29,-17,-11.6,-22.6
2010-01-24,Helsinki Kumpula,0,35,-17.6,-13.5,-22.8
2010-01-24,Helsinki Rautatientori,NA,NA,-15.3,-10.2,-20.5
2010-01-25,Helsinki Kaisaniemi,0,31,-9.2,-6.9,-11.9
2010-01-25,Helsinki Kumpula,0,33,-9.3,-7,-13.5
2010-01-25,Helsinki Rautatientori,NA,NA,-8,-5.6,-10.7
2010-01-26,Helsinki Kaisaniemi,0,32,-16.3,-8.2,-18.7
2010-01-26,Helsinki Kumpula,0,38,-17,-8.7,-19.4
2010-01-26,Helsinki Rautatientori,NA,NA,-15.6,-7.5,-17.8
2010-01-27,Helsinki Kaisaniemi,0,31,-17.5,-15,-21.8
2010-01-27,Helsinki Kumpula,0,38,-18.5,-15.6,-22.7
2010-01-27,Helsinki Rautatientori,NA,NA,-16.7,-14.7,-20.2
2010-01-28,Helsinki Kaisaniemi,4.5,32,-16,-14.3,-18.7
2010-01-28,Helsinki Kumpula,4.2,38,-16.5,-14.8,-19
2010-01-28,Helsinki Rautatientori,NA,NA,-15.3,-13.5,-18
2010-01-29,Helsinki Kaisaniemi,3.6,50,-12.1,-11.2,-15.4
2010-01-29,Helsinki Kumpula,3.2,55,-12.6,-11.7,-15.9
2010-01-29,Helsinki Rautatientori,NA,NA,-11.6,-10.2,-14.9
2010-01-30,Helsinki Kaisaniemi,8.8,53,-7.7,-7,-11.2
2010-01-30,Helsinki Kumpula,9.1,59,-8.1,-7.4,-11.7
2010-01-30,Helsinki Rautatientori,NA,NA,-7.1,-6.2,-10.3
2010-01-31,Helsinki Kaisaniemi,1.5,55,-2.8,-0.6,-7.4
2010-01-31,Helsinki Kumpula,2.1,60,-3.1,0,-7.8
2010-01-31,Helsinki Rautatientori,NA,NA,-2.7,-0.4,-6.5
2010-02-01,Helsinki Kaisaniemi,10.1,52,-5.6,-3.3,-9.6
2010-02-01,Helsinki Kumpula,9.2,59,-5.8,-3.6,-8.8
2010-02-01,Helsinki Rautatientori,NA,NA,-4.7,-3,-6.6
2010-02-02,Helsinki Kaisaniemi,1,61,-5.8,-3.7,-7.4
2010-02-02,Helsinki Kumpula,1,68,-6.4,-5.2,-8.1
2010-02-02,Helsinki Rautatientori,NA,NA,-5.3,-3,-7
2010-02-03,Helsinki Kaisaniemi,0,59,-4.2,-2.2,-6
2010-02-03,Helsinki Kumpula,0,67,-4.5,-3.1,-6.3
2010-02-03,Helsinki Rautatientori,NA,NA,-3.5,-1.9,-5
2010-02-04,Helsinki Kaisaniemi,0.5,56,-3.7,-3,-5.2
2010-02-04,Helsinki Kumpula,0.5,64,-3.9,-3.1,-5.4
2010-02-04,Helsinki Rautatientori,NA,NA,-3.2,-2.2,-4.4
2010-02-05,Helsinki Kaisaniemi,0.2,55,-2.9,-2,-4
2010-02-05,Helsinki Kumpula,0.1,62,-3.3,-2.3,-4.3
2010-02-05,Helsinki Rautatientori,NA,NA,-2.8,-1.2,-3.9
2010-02-06,Helsinki Kaisaniemi,0,53,-6,-2.9,-7.3
2010-02-06,Helsinki Kumpula,0,61,-6.2,-3.3,-7.5
2010-02-06,Helsinki Rautatientori,NA,NA,-5.6,-2.7,-7.1
2010-02-07,Helsinki Kaisaniemi,3.9,52,-4.2,-2.8,-7.1
2010-02-07,Helsinki Kumpula,4.7,59,-4.4,-3,-7.5
2010-02-07,Helsinki Rautatientori,NA,NA,-3.9,-2,-6.9
2010-02-08,Helsinki Kaisaniemi,2.1,55,-2.9,-1.4,-3.7
2010-02-08,Helsinki Kumpula,2.2,65,-3.2,-1.7,-3.9
2010-02-08,Helsinki Rautatientori,NA,NA,-2.7,-0.9,-3.6
2010-02-09,Helsinki Kaisaniemi,1.2,56,-8,-3.5,-9.8
2010-02-09,Helsinki Kumpula,0.4,65,-8.2,-3.8,-9.5
2010-02-09,Helsinki Rautatientori,NA,NA,-7.5,-3.6,-9.1
2010-02-10,Helsinki Kaisaniemi,0,56,-11.9,-9.5,-14.2
2010-02-10,Helsinki Kumpula,0,65,-12.1,-9.2,-13.7
2010-02-10,Helsinki Rautatientori,NA,NA,-11.1,-8.8,-12.2
2010-02-11,Helsinki Kaisaniemi,0,55,-10.9,-8,-14.3
2010-02-11,Helsinki Kumpula,0,63,-11,-8.1,-14.5
2010-02-11,Helsinki Rautatientori,NA,NA,-9.6,-7,-12.6
2010-02-12,Helsinki Kaisaniemi,0.4,54,-8.8,-7.7,-13.8
2010-02-12,Helsinki Kumpula,0.2,62,-9.2,-8,-12.9
2010-02-12,Helsinki Rautatientori,NA,NA,-8.3,-7.1,-10.9
2010-02-13,Helsinki Kaisaniemi,0,53,-8.4,-7,-9.2
2010-02-13,Helsinki Kumpula,0,62,-8.7,-7.4,-9.5
2010-02-13,Helsinki Rautatientori,NA,NA,-7.8,-6.2,-8.7
2010-02-14,Helsinki Kaisaniemi,0,52,-10.5,-5.9,-16.9
2010-02-14,Helsinki Kumpula,0,58,-10.1,-5.9,-15.5
2010-02-14,Helsinki Rautatientori,NA,NA,-9,-5.4,-13.7
2010-02-15,Helsinki Kaisaniemi,0.6,51,-10,-7.2,-14.7
2010-02-15,Helsinki Kumpula,0,60,-10.3,-7.3,-15.1
2010-02-15,Helsinki Rautatientori,NA,NA,-9.5,-6.7,-12.5
2010-02-16,Helsinki Kaisaniemi,0,51,-8.2,-6.7,-9.1
2010-02-16,Helsinki Kumpula,0,59,-8.6,-7.9,-9.3
2010-02-16,Helsinki Rautatientori,NA,NA,-8,-6.9,-9
2010-02-17,Helsinki Kaisaniemi,1,50,-9.1,-6.5,-11.2
2010-02-17,Helsinki Kumpula,1.5,59,-9.3,-6.7,-10.9
2010-02-17,Helsinki Rautatientori,NA,NA,-8.6,-5.7,-10.7
2010-02-18,Helsinki Kaisaniemi,0.4,54,-12.8,-10.5,-15.6
2010-02-18,Helsinki Kumpula,0,61,-13,-10.4,-16
2010-02-18,Helsinki Rautatientori,NA,NA,-12,-9.7,-14
2010-02-19,Helsinki Kaisaniemi,1.9,53,-14.7,-12.6,-16.9
2010-02-19,Helsinki Kumpula,2.2,60,-15,-12.9,-17.3
2010-02-19,Helsinki Rautatientori,NA,NA,-14.2,-11.8,-16.1
2010-02-20,Helsinki Kaisaniemi,6.6,56,-18.3,-14.4,-21
2010-02-20,Helsinki Kumpula,6.3,65,-18.7,-14.7,-21.3
2010-02-20,Helsinki Rautatientori,NA,NA,-17.8,-13.8,-20.4
2010-02-21,Helsinki Kaisaniemi,2.8,60,-16.7,-14.9,-19.3
2010-02-21,Helsinki Kumpula,1.1,70,-17.1,-15.3,-19.7
2010-02-21,Helsinki Rautatientori,NA,NA,-16.2,-14.2,-19
2010-02-22,Helsinki Kaisaniemi,0.4,61,-11.7,-7,-15.2
2010-02-22,Helsinki Kumpula,0.5,68,-11.8,-7.6,-15.5
2010-02-22,Helsinki Rautatientori,NA,NA,-11,-7,-14.8
2010-02-23,Helsinki Kaisaniemi,8.1,62,-10.2,-6,-18
2010-02-23,Helsinki Kumpula,9,70,-10.7,-6.4,-17.6
2010-02-23,Helsinki Rautatientori,NA,NA,-9.6,-5.5,-15.2
2010-02-24,Helsinki Kaisaniemi,0,73,-12.4,-7.2,-15.7
2010-02-24,Helsinki Kumpula,0,82,-12.5,-7.4,-15.9
2010-02-24,Helsinki Rautatientori,NA,NA,-11.6,-7.1,-14.7
2010-02-25,Helsinki Kaisaniemi,0,70,-6.2,-3.3,-14.4
2010-02-25,Helsinki Kumpula,0,77,-6.5,-3.6,-13
2010-02-25,Helsinki Rautatientori,NA,NA,-5.4,-3.1,-10.3
2010-02-26,Helsinki Kaisaniemi,0.9,68,-3.1,-0.3,-8.7
2010-02-26,Helsinki Kumpula,1.3,74,-3.2,-0.6,-8.1
2010-02-26,Helsinki Rautatientori,NA,NA,-2.3,0.3,-7.3
2010-02-27,Helsinki Kaisaniemi,1,66,0.4,0.7,-0.3
2010-02-27,Helsinki Kumpula,1,NA,0.2,0.6,-0.6
2010-02-27,Helsinki Rautatientori,NA,NA,0.8,1.3,0.1
2010-02-28,Helsinki Kaisaniemi,2.3,62,1,1.6,0.3
2010-02-28,Helsinki Kumpula,3.2,69,0.9,1.4,0.2
2010-02-28,Helsinki Rautatientori,NA,NA,1.3,1.8,0.5
2010-03-01,Helsinki Kaisaniemi,7.6,59,0.5,1.5,0.1
2010-03-01,Helsinki Kumpula,7,69,0.4,1.2,0.1
2010-03-01,Helsinki Rautatientori,NA,NA,1,1.7,0.7
2010-03-02,Helsinki Kaisaniemi,0.9,63,0.3,2,0.1
2010-03-02,Helsinki Kumpula,1.8,72,0.2,1.7,0
2010-03-02,Helsinki Rautatientori,NA,NA,0.6,1.9,0.4
2010-03-03,Helsinki Kaisaniemi,1.1,60,-3.9,0.4,-4.6
2010-03-03,Helsinki Kumpula,0.9,70,-4.1,0.4,-4.9
2010-03-03,Helsinki Rautatientori,NA,NA,-3.7,0.5,-4.3
2010-03-04,Helsinki Kaisaniemi,0,61,-3.3,-0.7,-5.5
2010-03-04,Helsinki Kumpula,0.3,70,-3.4,0,-5.5
2010-03-04,Helsinki Rautatientori,NA,NA,-2.8,-0.7,-4.8
2010-03-05,Helsinki Kaisaniemi,0,61,-6.2,-3,-8.4
2010-03-05,Helsinki Kumpula,0,70,-5.9,-3.5,-8.5
2010-03-05,Helsinki Rautatientori,NA,NA,-5.2,-3,-7.4
2010-03-06,Helsinki Kaisaniemi,0,60,-6.5,-1.2,-12.8
2010-03-06,Helsinki Kumpula,0.1,69,-6.3,-0.9,-11.3
2010-03-06,Helsinki Rautatientori,NA,NA,-5.1,0,-9.3
2010-03-07,Helsinki Kaisaniemi,0,60,-7.3,-3.3,-10.3
2010-03-07,Helsinki Kumpula,0,69,-7.1,-3.5,-9.5
2010-03-07,Helsinki Rautatientori,NA,NA,-6.2,-2.8,-8.4
2010-03-08,Helsinki Kaisaniemi,0,60,-3.1,-0.4,-10.8
2010-03-08,Helsinki Kumpula,0,68,-3.6,-0.6,-10.4
2010-03-08,Helsinki Rautatientori,NA,NA,-2.6,-0.1,-7.9
2010-03-09,Helsinki Kaisaniemi,0,59,-2.3,1.9,-7.5
2010-03-09,Helsinki Kumpula,0,68,-2.2,2,-6.7
2010-03-09,Helsinki Rautatientori,NA,NA,-1.3,2,-4.8
2010-03-10,Helsinki Kaisaniemi,0,59,2.3,6.2,-2.3
2010-03-10,Helsinki Kumpula,0,68,2.2,6.2,-2.6
2010-03-10,Helsinki Rautatientori,NA,NA,2.9,6.5,-1.7
2010-03-11,Helsinki Kaisaniemi,2.6,57,0,3.7,-0.7
2010-03-11,Helsinki Kumpula,2.7,66,-0.1,3.6,0
2010-03-11,Helsinki Rautatientori,NA,NA,0.2,4.2,-0.6
2010-03-12,Helsinki Kaisaniemi,1.2,59,-1.8,0.9,-6
2010-03-12,Helsinki Kumpula,1.1,66,-1.5,0.7,-4
2010-03-12,Helsinki Rautatientori,NA,NA,-0.5,1.5,-1.3
