date,obs-obs-1-1-rrday,obs-obs-1-1-tday,obs-obs-1-1-snow,obs-obs-1-1-tmin,obs-obs-1-1-tmax
2004-01-01T00:00:00Z,-1,-7.2,0,-9.9,-1.1
2004-01-02T00:00:00Z,-1,-11.9,0,-12.8,-9.3
2004-01-03T00:00:00Z,-1,-10.2,0,-15.4,-4.2
2004-01-04T00:00:00Z,0.4,-4.4,0,-6.8,-2.5
2004-01-05T00:00:00Z,0.1,-3.2,1,-4.8,-1.3
2004-01-06T00:00:00Z,1.1,-3.4,1,-8.4,-0.4
2004-01-07T00:00:00Z,0,-2.4,4,-3.6,0
2004-01-08T00:00:00Z,0.1,-4.2,4,-5.4,-2.7
2004-01-09T00:00:00Z,-1,-5,5,-6.2,-2.8
2004-01-10T00:00:00Z,0,-7.1,5,-8.1,-5.1
2004-01-11T00:00:00Z,0.6,-5.9,5,-7.7,-4.5
2004-01-12T00:00:00Z,1.4,-3.9,5,-6.6,-2.1
2004-01-13T00:00:00Z,5.4,0.5,6,-2.5,1.3
2004-01-14T00:00:00Z,3.7,-2.3,12,-4.5,0.5
2004-01-15T00:00:00Z,1.7,-4,13,-5,-2.6
2004-01-16T00:00:00Z,1.5,-8.3,14,-11.2,-4.6
2004-01-17T00:00:00Z,2.4,-2.3,15,-8.5,-0.6
2004-01-18T00:00:00Z,1.2,-4.4,21,-9,-1.8
2004-01-19T00:00:00Z,0,-5.5,22,-7.3,-2.3
2004-01-20T00:00:00Z,0,-11.6,22,-14.7,-6.8
2004-01-21T00:00:00Z,0.1,-15.6,19,-19.4,-12
2004-01-22T00:00:00Z,-1,-13,18,-14.5,-9.5
2004-01-23T00:00:00Z,-1,-9.1,18,-19.2,-1.6
2004-01-24T00:00:00Z,0,-2.2,18,-3.2,-0.9
2004-01-25T00:00:00Z,0.2,-6.6,16,-8,-2.6
2004-01-26T00:00:00Z,0.6,-4.5,16,-7.7,-3
2004-01-27T00:00:00Z,1.4,-4.3,17,-6.3,-1.8
2004-01-28T00:00:00Z,1.6,-3.7,19,-4.4,-3
2004-01-29T00:00:00Z,4.1,-3.5,20,-4.4,-2.6
2004-01-30T00:00:00Z,0.3,-3.8,23,-4.9,-2.4
2004-01-31T00:00:00Z,17.7,-3.4,23,-6.1,-0.4
2004-02-01T00:00:00Z,6.4,-0.5,40,-1.5,1
2004-02-02T00:00:00Z,-1,-2.8,43,-5.9,0.8
2004-02-03T00:00:00Z,7.8,-1.9,43,-2.9,-0.9
2004-02-04T00:00:00Z,4.3,1.5,40,-1.5,3.3
2004-02-05T00:00:00Z,0,0.8,31,-2.2,3.6
2004-02-06T00:00:00Z,0.3,-3.1,28,-5.2,-1.5
2004-02-07T00:00:00Z,0.2,-3.5,28,-5.3,-0.9
2004-02-08T00:00:00Z,1.2,-7.4,28,-9.5,-4.9
2004-02-09T00:00:00Z,0.8,-7.7,30,-11,-3.4
2004-02-10T00:00:00Z,-1,-12.3,30,-16.8,-7.9
2004-02-11T00:00:00Z,-1,-13.6,30,-16.1,-9.6
2004-02-12T00:00:00Z,1.2,-12.9,30,-17.7,-9
2004-02-13T00:00:00Z,0.1,-2.2,31,-10.6,0.1
2004-02-14T00:00:00Z,0.1,1.4,31,-0.6,2.8
2004-02-15T00:00:00Z,1,-0.4,30,-3.5,1.6
2004-02-16T00:00:00Z,0,-2,31,-4.5,2.3
2004-02-17T00:00:00Z,7.1,-1.3,30,-4.7,1.2
2004-02-18T00:00:00Z,0,-9.5,31,-11.3,-1.1
2004-02-19T00:00:00Z,0.7,-10.9,31,-18.1,-4.6
2004-02-20T00:00:00Z,-1,-0.1,32,-5.9,2.5
2004-02-21T00:00:00Z,-1,0.6,32,-0.3,2.5
2004-02-22T00:00:00Z,0.5,-2.1,32,-3.4,1.3
2004-02-23T00:00:00Z,1.9,-4.8,33,-5.7,-2.4
2004-02-24T00:00:00Z,1.5,-6.8,35,-13.4,-1
2004-02-25T00:00:00Z,0.9,-1.4,38,-4.9,0.6
2004-02-26T00:00:00Z,4.5,-0.3,39,-1.3,1.3
2004-02-27T00:00:00Z,1.3,-1.1,45,-1.8,0.7
2004-02-28T00:00:00Z,-1,-5,45,-7.1,-1.2
2004-02-29T00:00:00Z,0.1,-6.7,44,-8.7,-3.8
2004-03-01T00:00:00Z,0.9,-1.9,44,-8.2,1.2
2004-03-02T00:00:00Z,5.9,-1.8,43,-7.4,2.2
2004-03-03T00:00:00Z,-1,-5.1,46,-6.8,-2.1
2004-03-04T00:00:00Z,-1,-6.5,45,-12.3,-1.2
2004-03-05T00:00:00Z,-1,-6.3,45,-13.1,-0.7
2004-03-06T00:00:00Z,-1,-6.6,44,-8.9,-1.9
2004-03-07T00:00:00Z,0,-4.5,44,-12.7,2.2
2004-03-08T00:00:00Z,0.1,1.1,44,-1.9,3.2
2004-03-09T00:00:00Z,-1,-0.4,40,-3.2,3.7
2004-03-10T00:00:00Z,-1,-4.1,39,-10.5,2.5
2004-03-11T00:00:00Z,-1,-3,39,-8.6,3
2004-03-12T00:00:00Z,-1,-1.5,39,-7.6,5.4
2004-03-13T00:00:00Z,-1,-2.3,39,-6.6,2.8
2004-03-14T00:00:00Z,3.4,-0.2,39,-2.5,1.5
2004-03-15T00:00:00Z,6.1,0.8,41,-0.4,2
2004-03-16T00:00:00Z,-1,2.3,38,1.3,3.8
2004-03-17T00:00:00Z,2,1.7,35,-1.5,6.6
2004-03-18T00:00:00Z,-1,2.4,30,0.6,5
2004-03-19T00:00:00Z,1.5,2.3,28,-1.7,6.8
2004-03-20T00:00:00Z,5.5,1.8,26,0.9,2.6
2004-03-21T00:00:00Z,13.4,1,25,0.4,2.3
2004-03-22T00:00:00Z,2.2,1.1,27,0.1,3
2004-03-23T00:00:00Z,0,0.8,25,-1.3,3.4
2004-03-24T00:00:00Z,0.9,0.6,24,-3.3,2.9
2004-03-25T00:00:00Z,4.7,0.7,25,-0.5,2.1
2004-03-26T00:00:00Z,0,-0.4,27,-1.8,1.9
2004-03-27T00:00:00Z,1.7,-1.3,26,-6.2,1.6
2004-03-28T00:00:00Z,0,2.9,24,0.2,7.3
2004-03-29T00:00:00Z,-1,1.3,23,-3,5
2004-03-30T00:00:00Z,-1,4.4,22,-1,11.8
2004-03-31T00:00:00Z,-1,3.8,20,0.4,8.3
2004-04-01T00:00:00Z,-1,-1.6,13,-4.4,3.5
2004-04-02T00:00:00Z,-1,-1.9,12,-8,1.7
2004-04-03T00:00:00Z,-1,0.2,12,-4.2,3.5
2004-04-04T00:00:00Z,-1,1.5,11,-4.2,6.6
2004-04-05T00:00:00Z,-1,2.4,9,-3,7.4
2004-04-06T00:00:00Z,-1,4.1,7,1.2,7.2
2004-04-07T00:00:00Z,-1,5.2,6,1.6,8.6
2004-04-08T00:00:00Z,-1,5.3,4,1.4,9
2004-04-09T00:00:00Z,0.2,4.1,2,-0.6,8.6
2004-04-10T00:00:00Z,2,3.7,1,1.3,7.3
2004-04-11T00:00:00Z,0.2,2.9,1,-0.4,7.4
2004-04-12T00:00:00Z,0,3.7,0,-0.3,8.6
2004-04-13T00:00:00Z,-1,3.9,0,-1.7,9.5
2004-04-14T00:00:00Z,0,3.6,0,0.4,7.2
2004-04-15T00:00:00Z,-1,8.6,-1,3.5,15.9
2004-04-16T00:00:00Z,-1,3.6,-1,1.7,10.1
2004-04-17T00:00:00Z,-1,6.9,-1,-0.6,13
2004-04-18T00:00:00Z,-1,9.5,-1,5.1,12.9
2004-04-19T00:00:00Z,-1,8.6,-1,3.1,12.4
2004-04-20T00:00:00Z,0.8,8.9,-1,5.8,12.4
2004-04-21T00:00:00Z,2.5,10.2,-1,7.6,13.6
2004-04-22T00:00:00Z,-1,5.7,-1,3,10.2
2004-04-23T00:00:00Z,-1,4.1,-1,-0.2,7.4
2004-04-24T00:00:00Z,-1,4.7,-1,-0.3,8.6
2004-04-25T00:00:00Z,-1,5.5,-1,0.6,9.6
2004-04-26T00:00:00Z,-1,5,-1,0.1,7.6
2004-04-27T00:00:00Z,-1,5.3,-1,-3,10.3
2004-04-28T00:00:00Z,0,5.5,-1,-0.4,9.8
2004-04-29T00:00:00Z,-1,7.4,-1,5.1,10
2004-04-30T00:00:00Z,-1,9.3,-1,1.6,14.9
2004-05-01T00:00:00Z,-1,10.4,-1,6.4,13.9
2004-05-02T00:00:00Z,-1,9.3,-1,3.3,13.6
2004-05-03T00:00:00Z,0,12.3,-1,7.3,17.7
2004-05-04T00:00:00Z,1.8,12.3,-1,9.5,14.7
2004-05-05T00:00:00Z,-1,14.4,-1,10.2,18.8
2004-05-06T00:00:00Z,-1,17.3,-1,12,21.4
2004-05-07T00:00:00Z,-1,18,-1,11.7,23
2004-05-08T00:00:00Z,-1,18.4,-1,14.3,21.8
2004-05-09T00:00:00Z,-1,17.1,-1,12.6,21.7
2004-05-10T00:00:00Z,0.7,13.3,-1,9,19.8
2004-05-11T00:00:00Z,-1,6.5,-1,4.3,13.7
2004-05-12T00:00:00Z,-1,4.8,-1,0.1,8.7
2004-05-13T00:00:00Z,0,5.2,-1,-0.7,9.3
2004-05-14T00:00:00Z,0.1,5.8,-1,1.5,9.9
2004-05-15T00:00:00Z,0,8.4,-1,4.7,13
2004-05-16T00:00:00Z,-1,8.3,-1,2.8,12.6
2004-05-17T00:00:00Z,3.7,8.3,-1,1.4,11.7
2004-05-18T00:00:00Z,8.6,8.7,-1,6.4,11.2
2004-05-19T00:00:00Z,2.4,8.4,-1,6.1,12.3
2004-05-20T00:00:00Z,0.1,9.4,-1,4.8,13.5
2004-05-21T00:00:00Z,0.4,8.8,-1,5.6,12.4
2004-05-22T00:00:00Z,0.2,8,-1,5,12.2
2004-05-23T00:00:00Z,0.1,6.8,-1,5.1,9.6
2004-05-24T00:00:00Z,-1,7.7,-1,3.6,10.8
2004-05-25T00:00:00Z,-1,9.4,-1,2.5,13.6
2004-05-26T00:00:00Z,1.8,11.7,-1,4.5,16.2
2004-05-27T00:00:00Z,0,11.7,-1,7.6,16.8
2004-05-28T00:00:00Z,2.3,12.4,-1,8.9,15.8
2004-05-29T00:00:00Z,5.2,9.6,-1,8.3,13.4
2004-05-30T00:00:00Z,2.5,8.3,-1,6.3,11.2
2004-05-31T00:00:00Z,2.8,9.3,-1,6.5,13.6
2004-06-01T00:00:00Z,0,12.2,-1,6.1,15.6
2004-06-02T00:00:00Z,-1,13.3,-1,8.9,17.6
2004-06-03T00:00:00Z,-1,13.4,-1,8.1,16.6
2004-06-04T00:00:00Z,-1,15.4,-1,11.1,19
2004-06-05T00:00:00Z,-1,15.4,-1,10.1,20.3
2004-06-06T00:00:00Z,0.3,14,-1,11.6,18
2004-06-07T00:00:00Z,2.1,11.6,-1,7.6,16.9
2004-06-08T00:00:00Z,0.1,10.8,-1,7.2,13.8
2004-06-09T00:00:00Z,-1,12.7,-1,7.4,18
2004-06-10T00:00:00Z,2.2,12.8,-1,5.1,17.6
2004-06-11T00:00:00Z,3,10.4,-1,8.8,15
2004-06-12T00:00:00Z,12.4,12.1,-1,9.7,13.7
2004-06-13T00:00:00Z,-1,16.1,-1,11.1,21.6
2004-06-14T00:00:00Z,1.6,13.7,-1,11,20.4
2004-06-15T00:00:00Z,0,13.2,-1,10,16.7
2004-06-16T00:00:00Z,3.1,11.1,-1,8.8,15.7
2004-06-17T00:00:00Z,1.1,11.1,-1,7.1,15.7
2004-06-18T00:00:00Z,0.1,11.9,-1,7.7,15.2
2004-06-19T00:00:00Z,0.3,12.2,-1,7.4,15.6
2004-06-20T00:00:00Z,5.2,13,-1,11.1,16.6
2004-06-21T00:00:00Z,-1,13.1,-1,8.4,16.1
2004-06-22T00:00:00Z,0,14.3,-1,11.3,17.4
2004-06-23T00:00:00Z,-1,13.5,-1,11.4,16.2
2004-06-24T00:00:00Z,10.2,12.6,-1,8.6,15.3
2004-06-25T00:00:00Z,1.8,15.5,-1,13.2,19.2
2004-06-26T00:00:00Z,0.2,15.3,-1,12.6,18.2
2004-06-27T00:00:00Z,10.6,14.3,-1,12.9,17.2
2004-06-28T00:00:00Z,0.1,14.7,-1,13.6,16.2
2004-06-29T00:00:00Z,0.1,16.2,-1,13.3,19.5
2004-06-30T00:00:00Z,27,14,-1,12.7,17.9
2004-07-01T00:00:00Z,-1,14.3,-1,11.6,17.3
2004-07-02T00:00:00Z,3.9,15.6,-1,11.6,20.2
2004-07-03T00:00:00Z,31.8,13,-1,10.9,15.3
2004-07-04T00:00:00Z,0.2,14.9,-1,11.2,19.1
2004-07-05T00:00:00Z,0,14.8,-1,10.7,18.7
2004-07-06T00:00:00Z,0.3,14.5,-1,11.9,17.6
2004-07-07T00:00:00Z,0.6,14.1,-1,11.9,17.5
2004-07-08T00:00:00Z,-1,15.1,-1,9.8,18.7
2004-07-09T00:00:00Z,0,16.1,-1,10.4,20.1
2004-07-10T00:00:00Z,5.2,15.9,-1,14.3,18.3
2004-07-11T00:00:00Z,1.6,15.7,-1,12.7,18.8
2004-07-12T00:00:00Z,0.8,15.8,-1,13.1,18.9
2004-07-13T00:00:00Z,0.8,16.3,-1,14.3,18.3
2004-07-14T00:00:00Z,0.1,16.4,-1,14.3,18.7
2004-07-15T00:00:00Z,-1,15.6,-1,13.5,17.9
2004-07-16T00:00:00Z,-1,16.9,-1,10.9,22
2004-07-17T00:00:00Z,0,17.3,-1,13.8,20.7
2004-07-18T00:00:00Z,-1,17.6,-1,11.7,21.8
2004-07-19T00:00:00Z,14.2,19.1,-1,12.7,22.9
2004-07-20T00:00:00Z,-1,18.2,-1,15.9,20.3
2004-07-21T00:00:00Z,-1,18.2,-1,12.8,21.3
2004-07-22T00:00:00Z,-1,19.8,-1,16.2,22.8
2004-07-23T00:00:00Z,1.7,19.7,-1,16.5,22.6
2004-07-24T00:00:00Z,-1,19.6,-1,16.8,22.1
2004-07-25T00:00:00Z,-1,18.8,-1,16.4,20.9
2004-07-26T00:00:00Z,-1,17.1,-1,13.1,20.6
2004-07-27T00:00:00Z,38.2,18.1,-1,12.3,20.8
2004-07-28T00:00:00Z,28.2,16.6,-1,15.5,19.9
2004-07-29T00:00:00Z,29.9,15.8,-1,14.2,17.6
2004-07-30T00:00:00Z,6.7,17.4,-1,15.5,20
2004-07-31T00:00:00Z,12.5,17.3,-1,16.2,20.5
2004-08-01T00:00:00Z,0.2,17.9,-1,15.7,20.5
2004-08-02T00:00:00Z,2.5,20.7,-1,16.6,24
2004-08-03T00:00:00Z,-1,21.4,-1,19,24.4
2004-08-04T00:00:00Z,-1,21.5,-1,18.2,24.3
2004-08-05T00:00:00Z,-1,21.4,-1,16.3,25.4
2004-08-06T00:00:00Z,-1,21.9,-1,17.6,25.7
2004-08-07T00:00:00Z,-1,22,-1,15.9,25.7
2004-08-08T00:00:00Z,-1,22.4,-1,16.8,27
2004-08-09T00:00:00Z,0.3,19.7,-1,17.6,24.4
2004-08-10T00:00:00Z,-1,18.3,-1,13.8,21.3
2004-08-11T00:00:00Z,12.7,17.6,-1,15.3,22.7
2004-08-12T00:00:00Z,0.1,15.9,-1,11.1,20.4
2004-08-13T00:00:00Z,-1,14.7,-1,11.7,18.4
2004-08-14T00:00:00Z,-1,11.7,-1,8.2,15.9
2004-08-15T00:00:00Z,6.8,12.9,-1,5.8,17.3
2004-08-16T00:00:00Z,0,15.7,-1,12,19.4
2004-08-17T00:00:00Z,12.2,15.6,-1,12.9,17.4
2004-08-18T00:00:00Z,2.2,16.7,-1,13.6,21.5
2004-08-19T00:00:00Z,5.1,15.9,-1,11.7,19
2004-08-20T00:00:00Z,0,19.3,-1,17,21.2
2004-08-21T00:00:00Z,0.1,18.1,-1,16.8,20.3
2004-08-22T00:00:00Z,2.1,17.1,-1,16,19
2004-08-23T00:00:00Z,0.5,14.2,-1,12.7,16.5
2004-08-24T00:00:00Z,-1,13.7,-1,10.8,17.7
2004-08-25T00:00:00Z,7.4,13.2,-1,6.1,17.1
2004-08-26T00:00:00Z,12.1,14,-1,12.4,15.9
2004-08-27T00:00:00Z,-1,16.3,-1,14.5,17.8
2004-08-28T00:00:00Z,6.3,16.4,-1,14.7,18.9
2004-08-29T00:00:00Z,2.6,16.2,-1,14,18.5
2004-08-30T00:00:00Z,5.7,16.6,-1,13.3,19.1
2004-08-31T00:00:00Z,4.7,17.5,-1,14.9,20.2
2004-09-01T00:00:00Z,1,15.3,-1,13.5,17.3
2004-09-02T00:00:00Z,10,14.7,-1,12,17.5
2004-09-03T00:00:00Z,-1,17.9,-1,13.7,20.6
2004-09-04T00:00:00Z,-1,15,-1,13.7,18
2004-09-05T00:00:00Z,-1,15.5,-1,10.3,19.5
2004-09-06T00:00:00Z,-1,16.9,-1,15.2,20.3
2004-09-07T00:00:00Z,2.4,11.9,-1,9.7,16.3
2004-09-08T00:00:00Z,-1,9.4,-1,7.7,12.6
2004-09-09T00:00:00Z,-1,9.1,-1,3.7,12.9
2004-09-10T00:00:00Z,-1,14,-1,10.7,17.2
2004-09-11T00:00:00Z,0,14.5,-1,11.4,17.7
2004-09-12T00:00:00Z,9.1,15.2,-1,12.2,16.9
2004-09-13T00:00:00Z,0.2,14.9,-1,13.2,17.1
2004-09-14T00:00:00Z,1.2,14.5,-1,13.4,16.4
2004-09-15T00:00:00Z,4.2,14,-1,12.3,15.9
2004-09-16T00:00:00Z,3,10,-1,7,14.4
2004-09-17T00:00:00Z,0.1,10.5,-1,5.5,14.1
2004-09-18T00:00:00Z,0.2,13.1,-1,12.3,14.3
2004-09-19T00:00:00Z,1.4,13,-1,11.2,15.4
2004-09-20T00:00:00Z,3,13.2,-1,10.6,15.3
2004-09-21T00:00:00Z,11.3,12,-1,11,13.5
2004-09-22T00:00:00Z,8.2,11,-1,9.6,13.2
2004-09-23T00:00:00Z,0.5,10.5,-1,8.8,12.7
2004-09-24T00:00:00Z,10.8,11.4,-1,8.2,13.8
2004-09-25T00:00:00Z,0.2,11.2,-1,9.2,13
2004-09-26T00:00:00Z,4.5,11.7,-1,8.8,14.6
2004-09-27T00:00:00Z,13.8,11.7,-1,10.5,13.2
2004-09-28T00:00:00Z,2.3,11.2,-1,9.6,12.4
2004-09-29T00:00:00Z,-1,11.2,-1,9.6,13.9
2004-09-30T00:00:00Z,-1,9.4,-1,7.4,12.4
2004-10-01T00:00:00Z,-1,7.8,-1,3.2,12.8
2004-10-02T00:00:00Z,-1,7.4,-1,2.2,11.9
2004-10-03T00:00:00Z,-1,8.9,-1,6.9,10.4
2004-10-04T00:00:00Z,-1,10.7,-1,8.6,12.5
2004-10-05T00:00:00Z,9.9,12,-1,10,14.1
2004-10-06T00:00:00Z,9.6,12,-1,11.1,13.1
2004-10-07T00:00:00Z,4.5,11.2,-1,9.4,13.7
2004-10-08T00:00:00Z,3.2,9.6,-1,8.3,12.5
2004-10-09T00:00:00Z,0.9,4.6,-1,0.9,9
2004-10-10T00:00:00Z,-1,2.6,-1,0.7,4.7
2004-10-11T00:00:00Z,-1,0.1,-1,-2.9,3.9
2004-10-12T00:00:00Z,-1,3.7,-1,-2.9,9.9
2004-10-13T00:00:00Z,-1,6.5,-1,2,9.2
2004-10-14T00:00:00Z,-1,7.3,-1,5.7,8.9
2004-10-15T00:00:00Z,-1,7.4,-1,5.2,8.8
2004-10-16T00:00:00Z,0.3,7.1,-1,6.4,8.7
2004-10-17T00:00:00Z,3,7.7,-1,6,9.4
2004-10-18T00:00:00Z,4.9,8.1,-1,7.6,9.4
2004-10-19T00:00:00Z,0,5.3,-1,3.8,8.2
2004-10-20T00:00:00Z,-1,4.3,-1,1.7,5.9
2004-10-21T00:00:00Z,2.4,5.2,-1,3.6,6.7
2004-10-22T00:00:00Z,13.6,8.8,-1,5.1,11
2004-10-23T00:00:00Z,1.8,9.1,-1,7.7,11.2
2004-10-24T00:00:00Z,0.3,7.2,-1,6.3,9.4
2004-10-25T00:00:00Z,6.3,5.7,-1,0.7,8.8
2004-10-26T00:00:00Z,1.7,10,-1,6.7,11
2004-10-27T00:00:00Z,-1,7.3,-1,5.5,10.6
2004-10-28T00:00:00Z,-1,4.6,-1,2.2,8.7
2004-10-29T00:00:00Z,-1,3.6,-1,0,8.1
2004-10-30T00:00:00Z,-1,3,-1,0.6,5.9
2004-10-31T00:00:00Z,0.2,2.5,-1,0.5,4.9
2004-11-01T00:00:00Z,-1,5,-1,2.1,8.1
2004-11-02T00:00:00Z,-1,3.8,-1,1.5,7
2004-11-03T00:00:00Z,-1,5.2,-1,2.6,7.1
2004-11-04T00:00:00Z,0.1,7.4,-1,4.8,8.5
2004-11-05T00:00:00Z,4.1,8.3,-1,6.6,9.7
2004-11-06T00:00:00Z,0.8,5.4,-1,2.5,8.6
2004-11-07T00:00:00Z,-1,4.3,-1,3.4,5.5
2004-11-08T00:00:00Z,-1,6.3,-1,2.6,7.8
2004-11-09T00:00:00Z,-1,6.8,-1,6.2,8.8
2004-11-10T00:00:00Z,-1,3.7,-1,2,6.7
2004-11-11T00:00:00Z,0.4,6.5,-1,4.6,7.6
2004-11-12T00:00:00Z,22.8,8.1,-1,6.7,9
2004-11-13T00:00:00Z,-1,3.9,-1,2.8,8.8
2004-11-14T00:00:00Z,1.4,2.3,-1,-0.1,3.7
2004-11-15T00:00:00Z,3.2,6.5,-1,1.6,9.7
2004-11-16T00:00:00Z,0.1,1.1,-1,-0.9,5
2004-11-17T00:00:00Z,1.1,-2.2,-1,-3.5,-0.1
2004-11-18T00:00:00Z,-1,-2.7,1,-6.9,1
2004-11-19T00:00:00Z,0.1,-5.3,1,-8,-2.8
2004-11-20T00:00:00Z,27,-3.7,1,-9.1,0.7
2004-11-21T00:00:00Z,0,-6.5,30,-8.9,-0.1
2004-11-22T00:00:00Z,10.5,-5.3,27,-13.4,0.2
2004-11-23T00:00:00Z,0.4,-2.2,33,-6.2,1.1
2004-11-24T00:00:00Z,2.3,-6.1,32,-9.6,-4
2004-11-25T00:00:00Z,0.3,-0.2,25,-9,3.2
2004-11-26T00:00:00Z,-1,-5.1,22,-7.6,-2.9
2004-11-27T00:00:00Z,0,-6.8,24,-9.1,-2.9
2004-11-28T00:00:00Z,9,-7.4,23,-10,-7
2004-11-29T00:00:00Z,3.6,0,32,-7.7,2.1
2004-11-30T00:00:00Z,3.6,0.5,30,-3.4,3.9
2004-12-01T00:00:00Z,-1,2.9,24,2.2,4.3
2004-12-02T00:00:00Z,6.3,1.7,17,0.4,3.4
2004-12-03T00:00:00Z,-1,-4.3,17,-7.6,1.1
2004-12-04T00:00:00Z,6,-2.4,16,-11.4,3.5
2004-12-05T00:00:00Z,1,4.3,14,1,5.9
2004-12-06T00:00:00Z,0.1,2.3,11,-0.3,5.9
2004-12-07T00:00:00Z,0,2.8,9,-1.2,6.5
2004-12-08T00:00:00Z,0.1,1.8,6,0.4,3.6
2004-12-09T00:00:00Z,-1,-0.5,6,-2.1,2.1
2004-12-10T00:00:00Z,0.1,1.5,6,-1.4,3.5
2004-12-11T00:00:00Z,-1,2.9,5,1.2,4.5
2004-12-12T00:00:00Z,-1,0.8,3,-2.7,3.7
2004-12-13T00:00:00Z,0,-1.8,3,-6.4,2.6
2004-12-14T00:00:00Z,0.7,3.7,3,1.9,4.5
2004-12-15T00:00:00Z,5.1,4.5,1,3.8,5.5
2004-12-16T00:00:00Z,-1,4.1,1,2.1,5.9
2004-12-17T00:00:00Z,6.1,3.9,-1,2.5,5.1
2004-12-18T00:00:00Z,0.4,3.7,-1,1.9,5
2004-12-19T00:00:00Z,15.5,1.6,-1,0.1,3.6
2004-12-20T00:00:00Z,0.4,-1.7,6,-2.8,0.6
2004-12-21T00:00:00Z,0.1,-3.5,8,-5.4,-1.3
2004-12-22T00:00:00Z,5.3,1,8,-6.1,2.6
2004-12-23T00:00:00Z,5.4,0.8,9,-1.1,2.7
2004-12-24T00:00:00Z,0.1,-0.1,8,-2.5,4
2004-12-25T00:00:00Z,9.9,-0.7,6,-6.1,1.6
2004-12-26T00:00:00Z,0.2,-0.3,14,-3.3,3.6
2004-12-27T00:00:00Z,-1,-0.4,14,-2.5,1.8
2004-12-28T00:00:00Z,0.6,-1.2,14,-8,1.3
2004-12-29T00:00:00Z,0.2,1.1,10,-0.1,2.3
2004-12-30T00:00:00Z,8.2,2.8,10,-1.4,3.8
2004-12-31T00:00:00Z,-1,1.7,6,-0.1,4.7
2005-01-01T00:00:00Z,0.3,1.2,5,-1.2,3.5
2005-01-02T00:00:00Z,3.4,1.8,5,0.2,2.8
2005-01-03T00:00:00Z,0.4,1.3,5,-0.6,4
2005-01-04T00:00:00Z,5.3,0.1,6,-1.3,1.3
2005-01-05T00:00:00Z,3.1,0.7,8,-0.7,2.4
2005-01-06T00:00:00Z,2,1.6,9,-0.7,3.9
2005-01-07T00:00:00Z,3.3,3.9,6,0.3,6.2
2005-01-08T00:00:00Z,9.1,4.6,2,3.4,7.1
2005-01-09T00:00:00Z,0.4,2.2,-1,-0.1,5.5
2005-01-10T00:00:00Z,6,2.1,-1,-1.4,3.7
2005-01-11T00:00:00Z,-1,5,-1,3.2,7.3
2005-01-12T00:00:00Z,1.7,3.9,-1,0.6,5.6
2005-01-13T00:00:00Z,3.8,4.1,-1,3.3,5.5
2005-01-14T00:00:00Z,0.1,0.4,-1,-1.5,4.3
2005-01-15T00:00:00Z,0.2,-3.6,-1,-5,-0.9
2005-01-16T00:00:00Z,3.6,1.9,0,-4.8,3.6
2005-01-17T00:00:00Z,-1,3.5,-1,2.5,4.3
2005-01-18T00:00:00Z,0.1,2.2,-1,1.5,3.1
2005-01-19T00:00:00Z,2.2,0.8,-1,-1.1,2.9
2005-01-20T00:00:00Z,11.5,0.3,4,-0.5,1.1
2005-01-21T00:00:00Z,9.1,0.4,19,-0.9,1.6
2005-01-22T00:00:00Z,1.9,0.1,17,-0.6,1.5
2005-01-23T00:00:00Z,6.1,-1.2,20,-2.9,0.1
2005-01-24T00:00:00Z,1.3,-4.4,24,-5.6,-2.4
2005-01-25T00:00:00Z,1.8,-3,24,-5.6,-1.5
2005-01-26T00:00:00Z,1.3,-4,27,-7.4,-1.8
2005-01-27T00:00:00Z,0.2,-4.1,26,-6.3,-0.4
2005-01-28T00:00:00Z,2,-11.7,26,-13.7,-5.9
2005-01-29T00:00:00Z,0.6,-8.4,30,-12.2,-5.8
2005-01-30T00:00:00Z,7.1,-5.2,29,-9.1,-2.8
2005-01-31T00:00:00Z,2.9,0,28,-3.9,1.1
2005-02-01T00:00:00Z,1.5,-0.8,28,-1.7,0.3
2005-02-02T00:00:00Z,0.1,-3.2,29,-5.6,-0.3
2005-02-03T00:00:00Z,0,-2.7,28,-6.1,-1.2
2005-02-04T00:00:00Z,0.4,-1.6,27,-3.1,-0.6
2005-02-05T00:00:00Z,0.6,-0.1,26,-3,1
2005-02-06T00:00:00Z,0,1.8,24,0.4,2.6
2005-02-07T00:00:00Z,-1,0.7,19,0.1,2.1
2005-02-08T00:00:00Z,-1,-0.4,18,-1.9,1.4
2005-02-09T00:00:00Z,-1,-1.6,18,-2.9,0.1
2005-02-10T00:00:00Z,4.4,-1.3,18,-3.9,1.3
2005-02-11T00:00:00Z,0.2,1.1,20,-0.5,2.5
2005-02-12T00:00:00Z,0,0.4,19,-2.6,2.5
2005-02-13T00:00:00Z,4.9,-1.5,18,-2.2,1
2005-02-14T00:00:00Z,2.3,-5.4,23,-7.4,-1.9
2005-02-15T00:00:00Z,0,-7.4,25,-8.5,-5.5
2005-02-16T00:00:00Z,0,-9.7,24,-13.8,-6.5
2005-02-17T00:00:00Z,0,-6.1,24,-8.4,-4
2005-02-18T00:00:00Z,2,-3,23,-6.5,-0.8
2005-02-19T00:00:00Z,0.2,-1,25,-1.8,-0.1
2005-02-20T00:00:00Z,0.3,-3.1,25,-4.3,-0.5
2005-02-21T00:00:00Z,0.3,-6.2,25,-7.5,-3.8
